,Utility,Contaminant,Utility Measuremnt,EWG HEALTH GUIDELINE,Legal Limit
350,Shelley Road-crest Acres Water District,Haloacetic acids (HAA5)†,14.2 ppb,0.1 ppb,60 ppb
351,Shelley Road-crest Acres Water District,Haloacetic acids (HAA9)*†,27.6 ppb,0.06 ppb,
352,Shelley Road-crest Acres Water District,Nitrate*,1.51 ppm,0.14 ppm,10 ppm
353,Shelley Road-crest Acres Water District,Total trihalomethanes (TTHMs)†,51.5 ppb,0.15 ppb,80 ppb
354,Shelley Road-crest Acres Water District,Manganese*,13.6 ppb,100 ppb,
355,Weiss Estates Water System,Haloacetic acids (HAA5)†,61.9 ppb,0.1 ppb,60 ppb
356,Weiss Estates Water System,Total trihalomethanes (TTHMs)†,84.8 ppb,0.15 ppb,80 ppb
357,Weiss Estates Water System,None,,,
358,Eugene Water & Electric Board,Arsenic,0.0779 ppb,0.004 ppb,10 ppb
359,Eugene Water & Electric Board,Chromium (hexavalent),0.104 ppb,0.02 ppb,
360,Eugene Water & Electric Board,Haloacetic acids (HAA5)†,19.4 ppb,0.1 ppb,60 ppb
361,Eugene Water & Electric Board,Haloacetic acids (HAA9)†,15.5 ppb,0.06 ppb,
362,Eugene Water & Electric Board,Total trihalomethanes (TTHMs)†,23.3 ppb,0.15 ppb,80 ppb
363,Eugene Water & Electric Board,Barium,1.34 ppb,700 ppb,"2,000 ppb"
364,Eugene Water & Electric Board,Chromium (total),0.0122 ppb,,100 ppb
365,Eugene Water & Electric Board,Fluoride,0.00662 ppm,,4 ppm
366,Eugene Water & Electric Board,Manganese,0.483 ppb,100 ppb,
367,Eugene Water & Electric Board,"Radium, combined (-226 &amp; -228)",0.06 pCi/L,0.05 pCi/L,5 pCi/L
368,Eugene Water & Electric Board,Strontium,0.0264 ppb,"1,500 ppb",
369,Eugene Water & Electric Board,Vanadium,4.64 ppb,21 ppb,
370,Eugene Water & Electric Board,None,,,
371,Springfield Utility Board,Arsenic,0.751 ppb,0.004 ppb,10 ppb
372,Springfield Utility Board,Chromium (hexavalent),0.141 ppb,0.02 ppb,
373,Springfield Utility Board,Haloacetic acids (HAA5)†,6.15 ppb,0.1 ppb,60 ppb
374,Springfield Utility Board,Haloacetic acids (HAA9)†,9.18 ppb,0.06 ppb,
375,Springfield Utility Board,Nitrate,0.504 ppm,0.14 ppm,10 ppm
376,Springfield Utility Board,"Radium, combined (-226 &amp; -228)",0.48 pCi/L,0.05 pCi/L,5 pCi/L
377,Springfield Utility Board,Total trihalomethanes (TTHMs)†,13.3 ppb,0.15 ppb,80 ppb
378,Springfield Utility Board,Barium,0.284 ppb,700 ppb,"2,000 ppb"
379,Springfield Utility Board,Chromium (total),0.00778 ppb,,100 ppb
380,Springfield Utility Board,Manganese,1.14 ppb,100 ppb,
381,Springfield Utility Board,Nitrate and nitrite,0.0488 ppm,0.14 ppm,10 ppm
382,Springfield Utility Board,Strontium,0.0603 ppb,"1,500 ppb",
383,Springfield Utility Board,Vanadium,2.89 ppb,21 ppb,
384,Springfield Utility Board,None,,,
385,Lincoln City Water District,Chromium (hexavalent),0.714 ppb,0.02 ppb,
386,Lincoln City Water District,Haloacetic acids (HAA5)†,26.4 ppb,0.1 ppb,60 ppb
387,Lincoln City Water District,Haloacetic acids (HAA9)†,33.7 ppb,0.06 ppb,
388,Lincoln City Water District,Nitrate,0.377 ppm,0.14 ppm,10 ppm
389,Lincoln City Water District,Nitrate and nitrite,0.370 ppm,0.14 ppm,10 ppm
390,Lincoln City Water District,Total trihalomethanes (TTHMs)†,20.7 ppb,0.15 ppb,80 ppb
391,Lincoln City Water District,Chlorate,3.00 ppb,210 ppb,
392,Lincoln City Water District,Chromium (total),0.716 ppb,,100 ppb
393,Lincoln City Water District,Fluoride,0.0775 ppm,,4 ppm
394,Lincoln City Water District,Manganese,0.243 ppb,100 ppb,
395,Lincoln City Water District,Strontium,0.0315 ppb,"1,500 ppb",
396,Lincoln City Water District,Vanadium,2.01 ppb,21 ppb,
397,Lincoln City Water District,None,,,
398,City of Newport,Haloacetic acids (HAA5)†,12.6 ppb,0.1 ppb,60 ppb
399,City of Newport,Haloacetic acids (HAA9)†,23.3 ppb,0.06 ppb,
400,City of Newport,Total trihalomethanes (TTHMs)†,45.9 ppb,0.15 ppb,80 ppb
401,City of Newport,Manganese,0.495 ppb,100 ppb,
402,City of Newport,None,,,
403,"Cottage Grove, City of",Haloacetic acids (HAA5)†,16.7 ppb,0.1 ppb,60 ppb
404,"Cottage Grove, City of",Total trihalomethanes (TTHMs)†,25.9 ppb,0.15 ppb,80 ppb
405,"Cottage Grove, City of",None,,,
406,"Florence, City of",Bromodichloromethane,9.05 ppb,0.06 ppb,
407,"Florence, City of",Chloroform,42.5 ppb,0.4 ppb,
408,"Florence, City of",Dibromochloromethane,1.85 ppb,0.1 ppb,
409,"Florence, City of",Dichloroacetic acid,9.50 ppb,0.2 ppb,
410,"Florence, City of",Haloacetic acids (HAA5)†,20.3 ppb,0.1 ppb,60 ppb
411,"Florence, City of",Total trihalomethanes (TTHMs)†,49.7 ppb,0.15 ppb,80 ppb
412,"Florence, City of",Trichloroacetic acid,11.6 ppb,0.1 ppb,
413,"Florence, City of",Barium,51.0 ppb,700 ppb,"2,000 ppb"
414,"Florence, City of",Chlorate,164.8 ppb,210 ppb,
415,"Florence, City of",Chromium (hexavalent),0.0170 ppb,0.02 ppb,
416,"Florence, City of",Dalapon,0.213 ppb,,200 ppb
417,"Florence, City of",Fluoride,0.377 ppm,,4 ppm
418,"Florence, City of",Molybdenum,2.97 ppb,40 ppb,
419,"Florence, City of",Nitrate,0.00750 ppm,0.14 ppm,10 ppm
420,"Florence, City of",Selenium,0.412 ppb,30 ppb,50 ppb
421,"Florence, City of",Strontium,0.254 ppb,"1,500 ppb",
422,"Florence, City of",Vanadium,0.470 ppb,21 ppb,
423,"Florence, City of",None,,,
424,Rainbow Water District,Arsenic,3.75 ppb,0.004 ppb,10 ppb
425,Rainbow Water District,Haloacetic acids (HAA9)†,0.375 ppb,0.06 ppb,
426,Rainbow Water District,Nitrate,1.38 ppm,0.14 ppm,10 ppm
427,Rainbow Water District,Nitrate and nitrite,0.650 ppm,0.14 ppm,10 ppm
428,Rainbow Water District,Total trihalomethanes (TTHMs)†,1.21 ppb,0.15 ppb,80 ppb
429,Rainbow Water District,Barium,2.00 ppb,700 ppb,"2,000 ppb"
430,Rainbow Water District,Manganese,0.288 ppb,100 ppb,
431,Rainbow Water District,Quinoline,0.00388 ppb,,
432,Rainbow Water District,None,,,
433,Junction City Water System,Bromodichloromethane,4.14 ppb,0.06 ppb,
434,Junction City Water System,Bromoform,21.3 ppb,0.5 ppb,
435,Junction City Water System,Chloroform,1.90 ppb,0.4 ppb,
436,Junction City Water System,Dibromoacetic acid,5.53 ppb,0.04 ppb,
437,Junction City Water System,Dibromochloromethane,13.4 ppb,0.1 ppb,
438,Junction City Water System,Dichloroacetic acid,0.734 ppb,0.2 ppb,
439,Junction City Water System,Haloacetic acids (HAA5)†,9.63 ppb,0.1 ppb,60 ppb
440,Junction City Water System,Haloacetic acids (HAA9)†,17.4 ppb,0.06 ppb,
441,Junction City Water System,"Radium, combined (-226 &amp; -228)",0.63 pCi/L,0.05 pCi/L,5 pCi/L
442,Junction City Water System,Total trihalomethanes (TTHMs)†,40.8 ppb,0.15 ppb,80 ppb
443,Junction City Water System,Trichloroacetic acid,0.816 ppb,0.1 ppb,
444,Junction City Water System,Aluminum,3.85 ppb,600 ppb,
445,Junction City Water System,Barium,7.10 ppb,700 ppb,"2,000 ppb"
446,Junction City Water System,Chromium (total),0.825 ppb,,100 ppb
447,Junction City Water System,Dichloromethane (methylene chloride),0.300 ppb,4 ppb,5 ppb
448,Junction City Water System,Fluoride,0.160 ppm,,4 ppm
449,Junction City Water System,Manganese,1.58 ppb,100 ppb,
450,Junction City Water System,Monobromoacetic acid,0.234 ppb,25 ppb,
451,Junction City Water System,Monochloroacetic acid,2.33 ppb,53 ppb,
452,Junction City Water System,Nitrate and nitrite,0.00217 ppm,0.14 ppm,10 ppm
453,Junction City Water System,Selenium,0.810 ppb,30 ppb,50 ppb
454,Junction City Water System,None,,,
455,Seal Rock Water District,Haloacetic acids (HAA5)†,7.71 ppb,0.1 ppb,60 ppb
456,Seal Rock Water District,Nitrate*,0.706 ppm,0.14 ppm,10 ppm
457,Seal Rock Water District,Total trihalomethanes (TTHMs)†,24.0 ppb,0.15 ppb,80 ppb
458,"Creswell, City of",Haloacetic acids (HAA5)†,14.8 ppb,0.1 ppb,60 ppb
459,"Creswell, City of",Total trihalomethanes (TTHMs)†,34.4 ppb,0.15 ppb,80 ppb
460,"Creswell, City of",Barium,7.29 ppb,700 ppb,"2,000 ppb"
461,"Creswell, City of",Nitrate,0.102 ppm,0.14 ppm,10 ppm
462,"Creswell, City of",Xylenes (total),0.742 ppb,"1,800 ppb","10,000 ppb"
463,"Creswell, City of",None,,,
464,"Veneta, City of",Haloacetic acids (HAA5)†,5.83 ppb,0.1 ppb,60 ppb
465,"Veneta, City of",Total trihalomethanes (TTHMs)†,21.3 ppb,0.15 ppb,80 ppb
466,"Veneta, City of",Barium,8.26 ppb,700 ppb,"2,000 ppb"
467,"Veneta, City of",Ethylbenzene,0.415 ppb,300 ppb,700 ppb
468,"Veneta, City of",Tetrachloroethylene (perchloroethylene),0.0900 ppb,0.06 ppb,5 ppb
469,"Veneta, City of",Xylenes (total),2.49 ppb,"1,800 ppb","10,000 ppb"
470,"Veneta, City of",None,,,
471,Heceta Water Peoples Utility District,Haloacetic acids (HAA5)†,4.71 ppb,0.1 ppb,60 ppb
472,Heceta Water Peoples Utility District,Total trihalomethanes (TTHMs)†,25.9 ppb,0.15 ppb,80 ppb
473,Heceta Water Peoples Utility District,None,,,
474,"Oakridge, City of",Nitrate,0.770 ppm,0.14 ppm,10 ppm
475,"Oakridge, City of",Nitrate and nitrite,0.554 ppm,0.14 ppm,10 ppm
476,"Oakridge, City of",Tetrachloroethylene (perchloroethylene),0.295 ppb,0.06 ppb,5 ppb
477,"Oakridge, City of",Total trihalomethanes (TTHMs)†,4.55 ppb,0.15 ppb,80 ppb
478,"Oakridge, City of",Antimony,0.554 ppb,1 ppb,6 ppb
479,"Oakridge, City of",Barium,3.50 ppb,700 ppb,"2,000 ppb"
480,"Oakridge, City of",Beryllium,0.242 ppb,1 ppb,4 ppb
481,"Oakridge, City of",None,,,
482,McMinnville Water & Light,Chromium (hexavalent),0.269 ppb,0.02 ppb,
483,McMinnville Water & Light,Haloacetic acids (HAA5)†,24.3 ppb,0.1 ppb,60 ppb
484,McMinnville Water & Light,Haloacetic acids (HAA9)†,22.4 ppb,0.06 ppb,
485,McMinnville Water & Light,Total trihalomethanes (TTHMs)†,30.6 ppb,0.15 ppb,80 ppb
486,McMinnville Water & Light,Barium,2.00 ppb,700 ppb,"2,000 ppb"
487,McMinnville Water & Light,Chlorate,146.1 ppb,210 ppb,
488,McMinnville Water & Light,Chromium (total),0.130 ppb,,100 ppb
489,McMinnville Water & Light,Fluoride,0.600 ppm,,4 ppm
490,McMinnville Water & Light,Manganese,0.125 ppb,100 ppb,
491,McMinnville Water & Light,Nitrate,0.0319 ppm,0.14 ppm,10 ppm
492,McMinnville Water & Light,Nitrate and nitrite,0.0300 ppm,0.14 ppm,10 ppm
493,McMinnville Water & Light,Nitrite,0.00175 ppm,,1 ppm
494,McMinnville Water & Light,Strontium,0.0314 ppb,"1,500 ppb",
495,McMinnville Water & Light,Vanadium,0.590 ppb,21 ppb,
496,McMinnville Water & Light,None,,,
497,City of Newberg,Chlorate,486.0 ppb,210 ppb,
498,City of Newberg,Haloacetic acids (HAA5)†,9.16 ppb,0.1 ppb,60 ppb
499,City of Newberg,Haloacetic acids (HAA9)†,19.3 ppb,0.06 ppb,
500,City of Newberg,Total trihalomethanes (TTHMs)†,25.6 ppb,0.15 ppb,80 ppb
501,City of Newberg,Chloromethane,1.10 ppb,2.69 ppb,
502,City of Newberg,Chromium (total),0.0500 ppb,,100 ppb
503,City of Newberg,Manganese,0.540 ppb,100 ppb,
504,City of Newberg,Nitrate,0.0790 ppm,0.14 ppm,10 ppm
505,City of Newberg,Strontium,0.0596 ppb,"1,500 ppb",
506,City of Newberg,None,,,
507,"Antelope, City of",Arsenic,4.78 ppb,0.004 ppb,10 ppb
508,"Antelope, City of",Nitrate,0.682 ppm,0.14 ppm,10 ppm
509,"Antelope, City of",Total trihalomethanes (TTHMs)†,6.92 ppb,0.15 ppb,80 ppb
510,"Antelope, City of",None,,,
511,Alder Creek Barlow Water District,Haloacetic acids (HAA5)†,30.8 ppb,0.1 ppb,60 ppb
512,Alder Creek Barlow Water District,Total trihalomethanes (TTHMs)†,38.3 ppb,0.15 ppb,80 ppb
513,Alder Creek Barlow Water District,Barium*,1.47 ppb,700 ppb,"2,000 ppb"
514,Alder Creek Barlow Water District,Fluoride*,0.0375 ppm,,4 ppm
515,Alder Creek Barlow Water District,Nitrate*,0.0566 ppm,0.14 ppm,10 ppm
516,Alder Creek Barlow Water District,Nitrate and nitrite*,0.0665 ppm,0.14 ppm,10 ppm
517,Alder Creek Barlow Water District,None,,,
518,Chenowith People's Utility District,Haloacetic acids (HAA5)†,2.46 ppb,0.1 ppb,60 ppb
519,Chenowith People's Utility District,Nitrate,0.895 ppm,0.14 ppm,10 ppm
520,Chenowith People's Utility District,Total trihalomethanes (TTHMs)†,12.0 ppb,0.15 ppb,80 ppb
521,Chenowith People's Utility District,None,,,
522,City of The Dalles,Chromium (hexavalent),0.101 ppb,0.02 ppb,
523,City of The Dalles,Haloacetic acids (HAA5)†,16.1 ppb,0.1 ppb,60 ppb
524,City of The Dalles,Haloacetic acids (HAA9)†,18.6 ppb,0.06 ppb,
525,City of The Dalles,Total trihalomethanes (TTHMs)†,18.5 ppb,0.15 ppb,80 ppb
526,City of The Dalles,Barium,16.4 ppb,700 ppb,"2,000 ppb"
527,City of The Dalles,Chlorate,134.6 ppb,210 ppb,
528,City of The Dalles,Chromium (total),0.0273 ppb,,100 ppb
529,City of The Dalles,Fluoride,0.612 ppm,,4 ppm
530,City of The Dalles,Germanium,0.170 ppb,,
531,City of The Dalles,Manganese,32.8 ppb,100 ppb,
532,City of The Dalles,Molybdenum,0.845 ppb,40 ppb,
533,City of The Dalles,Nitrate,0.00727 ppm,0.14 ppm,10 ppm
534,City of The Dalles,Nitrate and nitrite,0.00762 ppm,0.14 ppm,10 ppm
535,City of The Dalles,Picloram,0.00526 ppb,166 ppb,500 ppb
536,City of The Dalles,Strontium,0.0892 ppb,"1,500 ppb",
537,City of The Dalles,Vanadium,0.558 ppb,21 ppb,
538,City of The Dalles,None,,,
539,"Dufur, City of",Haloacetic acids (HAA5)†,0.910 ppb,0.1 ppb,60 ppb
540,"Dufur, City of",Total trihalomethanes (TTHMs)†,1.10 ppb,0.15 ppb,80 ppb
541,"Dufur, City of",None,,,
542,"Dufur, South Basin",Haloacetic acids (HAA5)†,3.90 ppb,0.1 ppb,60 ppb
543,"Dufur, South Basin",Total trihalomethanes (TTHMs)†,7.45 ppb,0.15 ppb,80 ppb
544,"Dufur, South Basin",None,,,
545,Foley Lakes Mobile Home Park,Barium,19.0 ppb,700 ppb,"2,000 ppb"
546,Foley Lakes Mobile Home Park,Fluoride,1.01 ppm,,4 ppm
547,Foley Lakes Mobile Home Park,None,,,
548,Hazel Dell Orchard,Nitrate,2.28 ppm,0.14 ppm,10 ppm
549,Hazel Dell Orchard,Nitrate and nitrite,2.40 ppm,0.14 ppm,10 ppm
550,Hazel Dell Orchard,Uranium,1.21 pCi/L,0.43 pCi/L,20 pCi/L
551,Hazel Dell Orchard,Barium,19.6 ppb,700 ppb,"2,000 ppb"
552,Hazel Dell Orchard,Chromium (total),1.85 ppb,,100 ppb
553,Hazel Dell Orchard,Fluoride,0.347 ppm,,4 ppm
554,Hazel Dell Orchard,None,,,
555,"Maupin, City Of",Haloacetic acids (HAA5)†,2.00 ppb,0.1 ppb,60 ppb
556,"Maupin, City Of",Nitrate,0.700 ppm,0.14 ppm,10 ppm
557,"Maupin, City Of",Nitrate and nitrite,0.758 ppm,0.14 ppm,10 ppm
558,"Maupin, City Of",Total trihalomethanes (TTHMs)†,1.40 ppb,0.15 ppb,80 ppb
559,"Maupin, City Of",Fluoride,0.110 ppm,,4 ppm
560,"Maupin, City Of",None,,,
561,"Mosier, City of",Total trihalomethanes (TTHMs)†,2.27 ppb,0.15 ppb,80 ppb
562,"Mosier, City of",Barium,37.0 ppb,700 ppb,"2,000 ppb"
563,"Mosier, City of",Fluoride,0.410 ppm,,4 ppm
564,"Mosier, City of",None,,,
565,Dumas-pine Grove Water Association,Chloroform,2.12 ppb,0.4 ppb,
566,Dumas-pine Grove Water Association,Dichloroacetic acid,1.000 ppb,0.2 ppb,
567,Dumas-pine Grove Water Association,Haloacetic acids (HAA5)†,1.000 ppb,0.1 ppb,60 ppb
568,Dumas-pine Grove Water Association,Total trihalomethanes (TTHMs)†,2.12 ppb,0.15 ppb,80 ppb
569,Dumas-pine Grove Water Association,Barium,103.2 ppb,700 ppb,"2,000 ppb"
570,Dumas-pine Grove Water Association,Chromium (total),0.433 ppb,,100 ppb
571,Dumas-pine Grove Water Association,Fluoride,0.149 ppm,,4 ppm
572,Dumas-pine Grove Water Association,None,,,
573,Pinewood Mobile Home Park,Nitrate,1.000 ppm,0.14 ppm,10 ppm
574,Pinewood Mobile Home Park,Fluoride,0.0735 ppm,,4 ppm
575,Pinewood Mobile Home Park,None,,,
576,Rowena Crest Manor,Nitrate and nitrite,0.734 ppm,0.14 ppm,10 ppm
577,Rowena Crest Manor,Barium,1.67 ppb,700 ppb,"2,000 ppb"
578,Rowena Crest Manor,Cyanide,11.0 ppb,,200 ppb
579,Rowena Crest Manor,Fluoride,0.217 ppm,,4 ppm
580,Rowena Crest Manor,Nitrate,0.213 ppm,0.14 ppm,10 ppm
581,Rowena Crest Manor,Uranium,0.08 pCi/L,0.43 pCi/L,20 pCi/L
582,Rowena Crest Manor,None,,,
583,Rowena Dell Water System,Total trihalomethanes (TTHMs)†,1.17 ppb,0.15 ppb,80 ppb
584,Rowena Dell Water System,Barium,19.6 ppb,700 ppb,"2,000 ppb"
585,Rowena Dell Water System,Fluoride,0.411 ppm,,4 ppm
586,Rowena Dell Water System,None,,,
587,Sportsmans Park Water Association,Arsenic,9.59 ppb,0.004 ppb,10 ppb
588,Sportsmans Park Water Association,Fluoride,0.792 ppm,,4 ppm
589,Sportsmans Park Water Association,None,,,
590,Tooley Water District,Haloacetic acids (HAA5)†,1.80 ppb,0.1 ppb,60 ppb
591,Tooley Water District,Nitrate,2.87 ppm,0.14 ppm,10 ppm
592,Tooley Water District,Total trihalomethanes (TTHMs)†,7.70 ppb,0.15 ppb,80 ppb
593,Tooley Water District,Uranium,0.42 pCi/L,0.43 pCi/L,20 pCi/L
594,Tooley Water District,None,,,
595,Tygh Valley Water District,Arsenic,1.91 ppb,0.004 ppb,10 ppb
596,Tygh Valley Water District,Nitrate,0.287 ppm,0.14 ppm,10 ppm
597,Tygh Valley Water District,Nitrate and nitrite,0.773 ppm,0.14 ppm,10 ppm
598,Tygh Valley Water District,Barium,6.60 ppb,700 ppb,"2,000 ppb"
599,Tygh Valley Water District,Fluoride,0.254 ppm,,4 ppm
600,Tygh Valley Water District,None,,,
601,View Point Trailer Court,Barium,25.8 ppb,700 ppb,"2,000 ppb"
602,View Point Trailer Court,Fluoride,0.413 ppm,,4 ppm
603,View Point Trailer Court,Nitrate,0.101 ppm,0.14 ppm,10 ppm
604,View Point Trailer Court,Nitrate and nitrite,0.245 ppm,0.14 ppm,10 ppm
605,View Point Trailer Court,None,,,
606,Wamic Water Association,Nitrate,1.03 ppm,0.14 ppm,10 ppm
607,Wamic Water Association,Nitrate and nitrite,0.897 ppm,0.14 ppm,10 ppm
608,Wamic Water Association,Barium,8.26 ppb,700 ppb,"2,000 ppb"
609,Wamic Water Association,Chromium (total),1.23 ppb,,100 ppb
610,Wamic Water Association,None,,,
611,Young Life,Arsenic,3.17 ppb,0.004 ppb,10 ppb
612,Young Life,Haloacetic acids (HAA5)†,28.7 ppb,0.1 ppb,60 ppb
613,Young Life,Total trihalomethanes (TTHMs)†,67.2 ppb,0.15 ppb,80 ppb
614,Young Life,Uranium,1.01 pCi/L,0.43 pCi/L,20 pCi/L
615,Young Life,Nitrate,0.173 ppm,0.14 ppm,10 ppm
616,Young Life,None,,,
617,Arch Cape Water District,Haloacetic acids (HAA5)†,25.1 ppb,0.1 ppb,60 ppb
618,Arch Cape Water District,Nitrate,0.364 ppm,0.14 ppm,10 ppm
619,Arch Cape Water District,Nitrate and nitrite,0.328 ppm,0.14 ppm,10 ppm
620,Arch Cape Water District,Total trihalomethanes (TTHMs)†,48.6 ppb,0.15 ppb,80 ppb
621,Arch Cape Water District,Barium,5.13 ppb,700 ppb,"2,000 ppb"
622,Arch Cape Water District,None,,,
623,"Astoria, City of",Haloacetic acids (HAA5)†,46.6 ppb,0.1 ppb,60 ppb
624,"Astoria, City of","Radium, combined (-226 &amp; -228)",1.80 pCi/L,0.05 pCi/L,5 pCi/L
625,"Astoria, City of",Total trihalomethanes (TTHMs)†,48.0 ppb,0.15 ppb,80 ppb
626,"Astoria, City of",Nitrate,0.231 ppm,0.14 ppm,10 ppm
627,"Astoria, City of",None,,,
628,Burnside Water Association,Haloacetic acids (HAA5)†,36.8 ppb,0.1 ppb,60 ppb
629,Burnside Water Association,"Radium, combined (-226 &amp; -228)*",1.80 pCi/L,0.05 pCi/L,5 pCi/L
630,Burnside Water Association,Total trihalomethanes (TTHMs)†,37.9 ppb,0.15 ppb,80 ppb
631,Burnside Water Association,Nitrate*,0.231 ppm,0.14 ppm,10 ppm
632,"Cannon Beach, City of",Haloacetic acids (HAA5)†,1.73 ppb,0.1 ppb,60 ppb
633,"Cannon Beach, City of",Nitrate,0.568 ppm,0.14 ppm,10 ppm
634,"Cannon Beach, City of",Total trihalomethanes (TTHMs)†,6.03 ppb,0.15 ppb,80 ppb
635,"Cannon Beach, City of",None,,,
636,Elderberry Nehalem Ws,Nitrate,1.21 ppm,0.14 ppm,10 ppm
637,Elderberry Nehalem Ws,None,,,
638,Evergreen Acres,Haloacetic acids (HAA5)†,20.7 ppb,0.1 ppb,60 ppb
639,Evergreen Acres,Nitrate,0.504 ppm,0.14 ppm,10 ppm
640,Evergreen Acres,Total trihalomethanes (TTHMs)†,20.2 ppb,0.15 ppb,80 ppb
641,Evergreen Acres,None,,,
642,Fernhill Community Water System,Haloacetic acids (HAA5)†,28.6 ppb,0.1 ppb,60 ppb
643,Fernhill Community Water System,"Radium, combined (-226 &amp; -228)*",1.80 pCi/L,0.05 pCi/L,5 pCi/L
644,Fernhill Community Water System,Total trihalomethanes (TTHMs)†,45.4 ppb,0.15 ppb,80 ppb
645,Fernhill Community Water System,Nitrate*,0.231 ppm,0.14 ppm,10 ppm
646,Gearhart Water Department,Arsenic,1.67 ppb,0.004 ppb,10 ppb
647,Gearhart Water Department,Haloacetic acids (HAA5)†,12.3 ppb,0.1 ppb,60 ppb
648,Gearhart Water Department,Total trihalomethanes (TTHMs)†,36.6 ppb,0.15 ppb,80 ppb
649,Gearhart Water Department,Barium,0.535 ppb,700 ppb,"2,000 ppb"
650,Gearhart Water Department,Fluoride,0.250 ppm,,4 ppm
651,Gearhart Water Department,Nitrate,0.1000 ppm,0.14 ppm,10 ppm
652,Gearhart Water Department,None,,,
653,John Day Water District,Haloacetic acids (HAA5)†,28.7 ppb,0.1 ppb,60 ppb
654,John Day Water District,"Radium, combined (-226 &amp; -228)*",1.80 pCi/L,0.05 pCi/L,5 pCi/L
655,John Day Water District,Total trihalomethanes (TTHMs)†,29.2 ppb,0.15 ppb,80 ppb
656,John Day Water District,Nitrate*,0.231 ppm,0.14 ppm,10 ppm
657,Knappa Water Association,Haloacetic acids (HAA5)†,0.167 ppb,0.1 ppb,60 ppb
658,Knappa Water Association,Nitrate,0.109 ppm,0.14 ppm,10 ppm
659,Knappa Water Association,None,,,
660,Olney-walluski Water Association,Haloacetic acids (HAA5)†,27.2 ppb,0.1 ppb,60 ppb
661,Olney-walluski Water Association,"Radium, combined (-226 &amp; -228)*",1.80 pCi/L,0.05 pCi/L,5 pCi/L
662,Olney-walluski Water Association,Total trihalomethanes (TTHMs)†,28.2 ppb,0.15 ppb,80 ppb
663,Olney-walluski Water Association,Nitrate*,0.231 ppm,0.14 ppm,10 ppm
664,Seaside Water Department,Haloacetic acids (HAA5)†,15.2 ppb,0.1 ppb,60 ppb
665,Seaside Water Department,Total trihalomethanes (TTHMs)†,33.8 ppb,0.15 ppb,80 ppb
666,Seaside Water Department,Nitrate,0.252 ppm,0.14 ppm,10 ppm
667,Seaside Water Department,p-Dichlorobenzene,0.0833 ppb,6 ppb,75 ppb
668,Seaside Water Department,None,,,
669,Stanley Acres Water Association,Haloacetic acids (HAA5)†,11.5 ppb,0.1 ppb,60 ppb
670,Stanley Acres Water Association,Total trihalomethanes (TTHMs)†,54.3 ppb,0.15 ppb,80 ppb
671,Stanley Acres Water Association,Nitrate*,0.252 ppm,0.14 ppm,10 ppm
672,Stanley Acres Water Association,p-Dichlorobenzene*,0.0833 ppb,6 ppb,75 ppb
673,Sunset Lake Rv Park,Arsenic,9.00 ppb,0.004 ppb,10 ppb
674,Sunset Lake Rv Park,Haloacetic acids (HAA5)†,19.2 ppb,0.1 ppb,60 ppb
675,Sunset Lake Rv Park,Total trihalomethanes (TTHMs)†,51.9 ppb,0.15 ppb,80 ppb
676,Sunset Lake Rv Park,Nitrate,0.0201 ppm,0.14 ppm,10 ppm
677,Sunset Lake Rv Park,None,,,
678,"Warrenton, City of",Haloacetic acids (HAA5)†,24.2 ppb,0.1 ppb,60 ppb
679,"Warrenton, City of",Nitrate,0.316 ppm,0.14 ppm,10 ppm
680,"Warrenton, City of",Total trihalomethanes (TTHMs)†,39.5 ppb,0.15 ppb,80 ppb
681,"Warrenton, City of",None,,,
682,Wauna Water District,Nitrate,0.514 ppm,0.14 ppm,10 ppm
683,Wauna Water District,Total trihalomethanes (TTHMs)†,0.400 ppb,0.15 ppb,80 ppb
684,Wauna Water District,Haloacetic acids (HAA5)†,0.143 ppb,0.1 ppb,60 ppb
685,Wauna Water District,None,,,
686,Westport Heights,Nitrate,0.336 ppm,0.14 ppm,10 ppm
687,Westport Heights,Nitrate and nitrite,0.321 ppm,0.14 ppm,10 ppm
688,Westport Heights,Barium,8.26 ppb,700 ppb,"2,000 ppb"
689,Westport Heights,Fluoride,0.160 ppm,,4 ppm
690,Westport Heights,None,,,
691,Westport Water Association,Haloacetic acids (HAA5)†,0.389 ppb,0.1 ppb,60 ppb
692,Westport Water Association,Nitrate*,0.514 ppm,0.14 ppm,10 ppm
693,Westport Water Association,Total trihalomethanes (TTHMs)†,2.08 ppb,0.15 ppb,80 ppb
694,Westport Water Association,None,,,
