,Utility name,City,People served,Zip
28,Wolsborn Farms Water District,Hillsboro,Population served: 90,97007
0,Banks Water Department,Banks,"Population served: 2,070",97008
1,City of Beaverton,Beaverton,"Population served: 70,000",97008
2,City of Cornelius,Cornelius,"Population served: 12,165",97008
3,City of Forest Grove,Forest Grove,"Population served: 23,080",97008
4,City of Hillsboro,Hillsboro,"Population served: 88,243",97008
5,City of Sherwood,Sherwood,"Population served: 19,505",97008
6,City of Tigard,Tigard,"Population served: 60,236",97008
7,City of Tualatin,Tualatin,"Population served: 26,879",97008
8,Crown Mobile Home Park,Newberg,Population served: 42,97008
9,Fir Grove Homeowners Association,Hillsboro,Population served: 450,97008
10,"Gaston, City of",Gaston,Population served: 625,97008
11,Hillsboro-cherry Grove,Hillsboro,"Population served: 1,456",97008
12,Joint Water Commission,Hillsboro,"Population served: 397,769",97008
13,La Water Co-op,Gaston,"Population served: 2,500",97008
14,Laurel Acres Water Company Inc.,Cornelius,Population served: 50,97008
15,Laurelwood Water Users,Gaston,Population served: 200,97008
16,North Plains Water Department,North Plains,"Population served: 3,095",97008
17,,,Population served: 0,97008
18,Parrett Mountain View Estates,Sherwood,Population served: 140,97008
19,Rainbow Ends Water System,Hillsboro,Population served: 50,97008
20,Raleigh Water District,Portland,"Population served: 4,500",97008
21,South Hills Water System,Hillsboro,Population served: 250,97008
22,Star Satellite Improvement District,Banks,Population served: 400,97008
23,Timber Water Association,Timber,Population served: 180,97008
24,Tualatin Valley Water District,Beaverton,"Population served: 222,000",97008
25,West Laurel Acres Water Company,Cornelius,Population served: 62,97008
26,West Slope Water District,Portland,"Population served: 10,400",97008
27,Westview Mobile Estates,Eugene,Population served: 250,97008
28,Wolsborn Farms Water District,Hillsboro,Population served: 90,97008
0,Banks Water Department,Banks,"Population served: 2,070",97075
1,City of Beaverton,Beaverton,"Population served: 70,000",97075
2,City of Cornelius,Cornelius,"Population served: 12,165",97075
3,City of Forest Grove,Forest Grove,"Population served: 23,080",97075
4,City of Hillsboro,Hillsboro,"Population served: 88,243",97075
5,City of Sherwood,Sherwood,"Population served: 19,505",97075
6,City of Tigard,Tigard,"Population served: 60,236",97075
7,City of Tualatin,Tualatin,"Population served: 26,879",97075
8,Crown Mobile Home Park,Newberg,Population served: 42,97075
9,Fir Grove Homeowners Association,Hillsboro,Population served: 450,97075
10,"Gaston, City of",Gaston,Population served: 625,97075
11,Hillsboro-cherry Grove,Hillsboro,"Population served: 1,456",97075
12,Joint Water Commission,Hillsboro,"Population served: 397,769",97075
13,La Water Co-op,Gaston,"Population served: 2,500",97075
14,Laurel Acres Water Company Inc.,Cornelius,Population served: 50,97075
15,Laurelwood Water Users,Gaston,Population served: 200,97075
16,North Plains Water Department,North Plains,"Population served: 3,095",97075
17,,,Population served: 0,97075
18,Parrett Mountain View Estates,Sherwood,Population served: 140,97075
19,Rainbow Ends Water System,Hillsboro,Population served: 50,97075
20,Raleigh Water District,Portland,"Population served: 4,500",97075
21,South Hills Water System,Hillsboro,Population served: 250,97075
22,Star Satellite Improvement District,Banks,Population served: 400,97075
23,Timber Water Association,Timber,Population served: 180,97075
24,Tualatin Valley Water District,Beaverton,"Population served: 222,000",97075
25,West Laurel Acres Water Company,Cornelius,Population served: 62,97075
26,West Slope Water District,Portland,"Population served: 10,400",97075
27,Westview Mobile Estates,Eugene,Population served: 250,97075
28,Wolsborn Farms Water District,Hillsboro,Population served: 90,97075
0,Banks Water Department,Banks,"Population served: 2,070",97076
1,City of Beaverton,Beaverton,"Population served: 70,000",97076
2,City of Cornelius,Cornelius,"Population served: 12,165",97076
3,City of Forest Grove,Forest Grove,"Population served: 23,080",97076
4,City of Hillsboro,Hillsboro,"Population served: 88,243",97076
5,City of Sherwood,Sherwood,"Population served: 19,505",97076
6,City of Tigard,Tigard,"Population served: 60,236",97076
7,City of Tualatin,Tualatin,"Population served: 26,879",97076
8,Crown Mobile Home Park,Newberg,Population served: 42,97076
9,Fir Grove Homeowners Association,Hillsboro,Population served: 450,97076
10,"Gaston, City of",Gaston,Population served: 625,97076
11,Hillsboro-cherry Grove,Hillsboro,"Population served: 1,456",97076
12,Joint Water Commission,Hillsboro,"Population served: 397,769",97076
13,La Water Co-op,Gaston,"Population served: 2,500",97076
14,Laurel Acres Water Company Inc.,Cornelius,Population served: 50,97076
15,Laurelwood Water Users,Gaston,Population served: 200,97076
16,North Plains Water Department,North Plains,"Population served: 3,095",97076
17,,,Population served: 0,97076
18,Parrett Mountain View Estates,Sherwood,Population served: 140,97076
19,Rainbow Ends Water System,Hillsboro,Population served: 50,97076
20,Raleigh Water District,Portland,"Population served: 4,500",97076
21,South Hills Water System,Hillsboro,Population served: 250,97076
22,Star Satellite Improvement District,Banks,Population served: 400,97076
23,Timber Water Association,Timber,Population served: 180,97076
24,Tualatin Valley Water District,Beaverton,"Population served: 222,000",97076
25,West Laurel Acres Water Company,Cornelius,Population served: 62,97076
26,West Slope Water District,Portland,"Population served: 10,400",97076
27,Westview Mobile Estates,Eugene,Population served: 250,97076
28,Wolsborn Farms Water District,Hillsboro,Population served: 90,97076
0,Banks Water Department,Banks,"Population served: 2,070",97077
1,City of Beaverton,Beaverton,"Population served: 70,000",97077
2,City of Cornelius,Cornelius,"Population served: 12,165",97077
3,City of Forest Grove,Forest Grove,"Population served: 23,080",97077
4,City of Hillsboro,Hillsboro,"Population served: 88,243",97077
5,City of Sherwood,Sherwood,"Population served: 19,505",97077
6,City of Tigard,Tigard,"Population served: 60,236",97077
7,City of Tualatin,Tualatin,"Population served: 26,879",97077
8,Crown Mobile Home Park,Newberg,Population served: 42,97077
9,Fir Grove Homeowners Association,Hillsboro,Population served: 450,97077
10,"Gaston, City of",Gaston,Population served: 625,97077
11,Hillsboro-cherry Grove,Hillsboro,"Population served: 1,456",97077
12,Joint Water Commission,Hillsboro,"Population served: 397,769",97077
13,La Water Co-op,Gaston,"Population served: 2,500",97077
14,Laurel Acres Water Company Inc.,Cornelius,Population served: 50,97077
15,Laurelwood Water Users,Gaston,Population served: 200,97077
16,North Plains Water Department,North Plains,"Population served: 3,095",97077
17,,,Population served: 0,97077
18,Parrett Mountain View Estates,Sherwood,Population served: 140,97077
19,Rainbow Ends Water System,Hillsboro,Population served: 50,97077
20,Raleigh Water District,Portland,"Population served: 4,500",97077
21,South Hills Water System,Hillsboro,Population served: 250,97077
22,Star Satellite Improvement District,Banks,Population served: 400,97077
23,Timber Water Association,Timber,Population served: 180,97077
24,Tualatin Valley Water District,Beaverton,"Population served: 222,000",97077
25,West Laurel Acres Water Company,Cornelius,Population served: 62,97077
26,West Slope Water District,Portland,"Population served: 10,400",97077
27,Westview Mobile Estates,Eugene,Population served: 250,97077
28,Wolsborn Farms Water District,Hillsboro,Population served: 90,97077
0,Banks Water Department,Banks,"Population served: 2,070",97078
1,City of Beaverton,Beaverton,"Population served: 70,000",97078
2,City of Cornelius,Cornelius,"Population served: 12,165",97078
3,City of Forest Grove,Forest Grove,"Population served: 23,080",97078
4,City of Hillsboro,Hillsboro,"Population served: 88,243",97078
5,City of Sherwood,Sherwood,"Population served: 19,505",97078
6,City of Tigard,Tigard,"Population served: 60,236",97078
7,City of Tualatin,Tualatin,"Population served: 26,879",97078
8,Crown Mobile Home Park,Newberg,Population served: 42,97078
9,Fir Grove Homeowners Association,Hillsboro,Population served: 450,97078
10,"Gaston, City of",Gaston,Population served: 625,97078
11,Hillsboro-cherry Grove,Hillsboro,"Population served: 1,456",97078
12,Joint Water Commission,Hillsboro,"Population served: 397,769",97078
13,La Water Co-op,Gaston,"Population served: 2,500",97078
14,Laurel Acres Water Company Inc.,Cornelius,Population served: 50,97078
15,Laurelwood Water Users,Gaston,Population served: 200,97078
16,North Plains Water Department,North Plains,"Population served: 3,095",97078
17,,,Population served: 0,97078
18,Parrett Mountain View Estates,Sherwood,Population served: 140,97078
19,Rainbow Ends Water System,Hillsboro,Population served: 50,97078
20,Raleigh Water District,Portland,"Population served: 4,500",97078
21,South Hills Water System,Hillsboro,Population served: 250,97078
22,Star Satellite Improvement District,Banks,Population served: 400,97078
23,Timber Water Association,Timber,Population served: 180,97078
24,Tualatin Valley Water District,Beaverton,"Population served: 222,000",97078
25,West Laurel Acres Water Company,Cornelius,Population served: 62,97078
26,West Slope Water District,Portland,"Population served: 10,400",97078
27,Westview Mobile Estates,Eugene,Population served: 250,97078
28,Wolsborn Farms Water District,Hillsboro,Population served: 90,97078
0,Bend Water Department,"Bend, OR","Population served:62,091",97701
1,Redmond Water Department,"Redmond, OR","Population served:27,427",97701
2,Avion Water Company - Avion,"Bend, OR","Population served:31,700",97701
3,"Prineville, City of","Prineville, OR","Population served:9,645",97701
4,Roats Water System,"Bend, OR","Population served:4,500",97701
5,Agate Water System,"Bend, OR","Population served:2,925",97701
6,Sunriver Water LLC/sunriver Utilities,"Sunriver, OR","Population served:4,323",97701
7,"Sisters, City of","Sisters, OR","Population served:2,700",97701
8,Water Wonderland Improvement District 2,"Bend, OR","Population served:1,600",97701
9,"La Pine, City of","Lapine, OR","Population served:1,600",97701
0,Bend Water Department,"Bend, OR","Population served:62,091",97702
1,Redmond Water Department,"Redmond, OR","Population served:27,427",97702
2,Avion Water Company - Avion,"Bend, OR","Population served:31,700",97702
3,Roats Water System,"Bend, OR","Population served:4,500",97702
4,Agate Water System,"Bend, OR","Population served:2,925",97702
5,Sunriver Water LLC/sunriver Utilities,"Sunriver, OR","Population served:4,323",97702
6,"Sisters, City of","Sisters, OR","Population served:2,700",97702
7,"La Pine, City of","Lapine, OR","Population served:1,600",97702
8,Water Wonderland Improvement District 2,"Bend, OR","Population served:1,600",97702
9,Terrebonne Domestic Water District,"Terrebonne, OR","Population served:1,400",97702
0,Bend Water Department,"Bend, OR","Population served:62,091",97707
1,Redmond Water Department,"Redmond, OR","Population served:27,427",97707
2,Avion Water Company - Avion,"Bend, OR","Population served:31,700",97707
3,Roats Water System,"Bend, OR","Population served:4,500",97707
4,Agate Water System,"Bend, OR","Population served:2,925",97707
5,Sunriver Water LLC/sunriver Utilities,"Sunriver, OR","Population served:4,323",97707
6,"Sisters, City of","Sisters, OR","Population served:2,700",97707
7,"La Pine, City of","Lapine, OR","Population served:1,600",97707
8,Water Wonderland Improvement District 2,"Bend, OR","Population served:1,600",97707
9,Terrebonne Domestic Water District,"Terrebonne, OR","Population served:1,400",97707
0,Bend Water Department,"Bend, OR","Population served:62,091",97708
1,Redmond Water Department,"Redmond, OR","Population served:27,427",97708
2,Avion Water Company - Avion,"Bend, OR","Population served:31,700",97708
3,Roats Water System,"Bend, OR","Population served:4,500",97708
4,Agate Water System,"Bend, OR","Population served:2,925",97708
5,Sunriver Water LLC/sunriver Utilities,"Sunriver, OR","Population served:4,323",97708
6,"Sisters, City of","Sisters, OR","Population served:2,700",97708
7,"La Pine, City of","Lapine, OR","Population served:1,600",97708
8,Water Wonderland Improvement District 2,"Bend, OR","Population served:1,600",97708
9,Terrebonne Domestic Water District,"Terrebonne, OR","Population served:1,400",97708
0,Bend Water Department,"Bend, OR","Population served:62,091",97709
1,Redmond Water Department,"Redmond, OR","Population served:27,427",97709
2,Avion Water Company - Avion,"Bend, OR","Population served:31,700",97709
3,Roats Water System,"Bend, OR","Population served:4,500",97709
4,Agate Water System,"Bend, OR","Population served:2,925",97709
5,Sunriver Water LLC/sunriver Utilities,"Sunriver, OR","Population served:4,323",97709
6,"Sisters, City of","Sisters, OR","Population served:2,700",97709
7,"La Pine, City of","Lapine, OR","Population served:1,600",97709
8,Water Wonderland Improvement District 2,"Bend, OR","Population served:1,600",97709
9,Terrebonne Domestic Water District,"Terrebonne, OR","Population served:1,400",97709
